"","average_distances"
"1245",296.296731251393
"1246",287.695475633564
"1247",286.869226737071
"1248",274.618447536345
"1249",236.396529666334
"1250",240.735730942717
"1251",309.238749630452
"1252",303.331868891334
"1253",278.204046631728
"1254",256.335619551741
"1255",256.335619551741
"1256",241.123466387382
"1257",231.82831041411
"1258",232.089953843695
"1259",224.751821258642
"1260",176.122496500962
"1261",176.122496500962
"1262",174.916772415587
"1263",179.630567774894
"1264",179.630567774894
"1265",174.070657052512
"1266",155.613711915472
"1267",165.811563392665
"1268",158.142619861156
"1269",175.106051780399
"1270",166.576667409347
"1271",161.688190183802
"1272",164.268984967621
"1273",163.384572585718
"1274",212.617512496272
"1275",211.511966953051
"1276",214.664611797988
"1277",213.279379833705
"1278",227.307567566771
"1279",259.803840844304
"1280",274.053852825701
"1281",249.089778666278
"1282",249.089778666278
"1283",249.089778666278
"1284",249.089778666278
"1285",289.643685248815
"1286",302.017833980399
"1287",305.01119220398
"1288",315.113855066688
"1289",280.964843938018
"1290",267.166530899342
"1291",264.203747175348
"1292",226.166346678602
"1293",237.984724203215
"1294",235.076718069095
"1295",235.076718069095
"1296",259.272914620185
"1297",241.053172916373
"1298",237.664127685768
"1299",201.247889854402
"1300",201.247889854402
"1301",179.256381680747
"1302",179.256381680747
"1303",178.602848934691
"1304",178.602848934691
"1305",178.602848934691
"1306",176.619089170542
"1307",172.726699294699
"1308",172.726699294699
"1309",188.285371479828
"1310",182.581921070655
"1311",182.581921070655
"1312",169.306388680604
"1313",161.064678987247
"1314",122.818692570737
"1315",125.216071338976
"1316",125.216071338976
"1317",140.62705624982
"1318",149.792419652302
"1319",165.947003539905
"1320",176.298878099945
"1321",168.532481576639
"1322",182.85042059998
"1323",180.535430038421
"1324",177.26778083973
"1325",200.65580537925
"1326",181.776632200342
"1327",181.685439587838
"1328",181.685439587838
"1329",181.685439587838
"1330",177.43578230486
"1331",161.023719770628
"1332",161.023719770628
"1333",158.413344519803
"1334",158.413344519803
"1335",157.050543821656
"1336",157.050543821656
"1337",157.050543821656
"1338",141.700912019171
"1339",125.805117865521
"1340",140.271776172587
"1341",138.201500366507
"1342",142.435979234917
"1343",140.465132845675
"1344",155.119907120951
"1345",154.994054582253
"1346",154.994054582253
"1347",131.272567119059
"1348",131.272567119059
"1349",131.272567119059
"1350",136.449752996978
"1351",136.651240471712
"1352",134.581852984834
"1353",124.654857451654
"1354",138.55412775774
"1355",113.552226918277
"1356",122.095069257162
"1357",122.095069257162
"1358",109.817108255811
